RTFORD WWTP WI US,20040513 04:00,50.0
COOP:473453,HARTFORD WWTP WI US,20091001 07:00,84.0
COOP:473453,HARTFORD WWTP WI US,20091001 10:00,51.0
COOP:473453,HARTFORD WWTP WI US,20091001 11:00,69.0
COOP:473453,HARTFORD WWTP WI US,20091101 00:00,3.0
COOP:473453,HARTFORD WWTP WI US,20091101 01:00,7.0
COOP:473453,HARTFORD WWTP WI US,20091118 07:00,5.0
COOP:473453,HARTFORD WWTP WI US,20091201 00:00,30.0
COOP:473453,HARTFORD WWTP WI US,20091201 01:00,12.0
COOP:473453,HARTFORD WWTP WI US,20091210 10:00,6.0
COOP:473453,HARTFORD WWTP WI US,20091210 11:00,16.0
COOP:473453,HARTFORD WWTP WI US,20100101 00:00,11.0
COOP:473453,HARTFORD WWTP WI US,20100101 01:00,19.0
COOP:473453,HARTFORD WWTP WI US,20100201 00:00,21.0
COOP:473453,HARTFORD WWTP WI US,20100201 01:00,9.0
COOP:473453,HARTFORD WWTP WI US,20100301 00:00,57.0
COOP:473453,HARTFORD WWTP WI US,20100301 01:00,90.0
COOP:473453,HARTFORD WWTP WI US,20100401 00:00,36.0
COOP:473453,HARTFORD WWTP WI US,20100401 01:00,38.0
COOP:473453,HARTFORD WWTP WI US,20100501 00:00,59.0
COOP:473453,HARTFORD WWTP WI US,20100501 01:00,65.0
COOP:473453,HARTFORD WWTP WI US,20100601 00:00,77.0
COOP:473453,HARTFORD WWTP WI US,20100601 01:00,34.0
COOP:473453,HARTFORD WWTP WI US,20100701 00:00,88.0
COOP:473453,HARTFORD WWTP WI US,20100701 01:00,32.0
COOP:473453,HARTFORD WWTP WI US,20100801 00:00,87.0
COOP:473453,HARTFORD WWTP WI US,20100801 01:00,37.0
COOP:473453,HARTFORD WWTP WI US,20100901 00:00,47.0
COOP:473453,HARTFORD WWTP WI US,20100901 01:00,62.0
COOP:473453,HARTFORD WWTP WI US,20101001 00:00,32.0
COOP:473453,HARTFORD WWTP WI US,20101001 01:00,57.0
COOP:473453,HARTFORD WWTP WI US,20101001 02:00,53.0
COOP:473453,HARTFORD WWTP WI US,20101101 00:00,6.0
COOP:473453,HARTFORD WWTP WI US,20101101 01:00,18.0
COOP:473453,HARTFORD WWTP WI US,20101101 02:00,14.0
COOP:473453,HARTFORD WWTP WI US,20101201 00:00,15.0
COOP:473453,HARTFORD WWTP WI US,20101201 01:00,22.0
COOP:473453,HARTFORD WWTP WI US,20101231 10:00,23.0
COOP:473453,HARTFORD WWTP WI US,20101231 15:00,13.0
COOP:473453,HARTFORD WWTP WI US,20110101 01:00,27.0
COOP:473453,HARTFORD WWTP WI US,20110201 00:00,9.0
COOP:473453,HARTFORD WWTP WI US,20110201 01:00,17.0
COOP:473453,HARTFORD WWTP WI US,20110301 00:00,43.0
COOP:473453,HARTFORD WWTP WI US,20110301 01:00,92.0
COOP:473453,HARTFORD WWTP WI US,20110401 00:00,86.0
COOP:473453,HARTFORD WWTP WI US,20110401 01:00,45.0
COOP:473453,HARTFORD WWTP WI US,20110501 00:00,57.0
COOP:473453,HARTFORD WWTP WI US,20110501 01:00,71.0
COOP:473453,HARTFORD WWTP WI US,20110601 00:00,89.0
COOP:473453,HARTFORD WWTP WI US,20110601 01:00,86.0
COOP:473453,HARTFORD WWTP WI US,20110701 00:00,40.0
COOP:473453,HARTFORD WWTP WI US,20110701 01:00,89.0
COOP:473453,HARTFORD WWTP WI US,20110801 00:00,66.0
COOP:473453,HARTFORD WWTP WI US,20110801 01:00,41.0
COOP:473453,HARTFORD WWTP WI US,20110901 00:00,89.0
COOP:473453,HARTFORD WWTP WI US,20110901 01:00,73.0
COOP:473453,HARTFORD WWTP WI US,20111001 00:00,48.0
COOP:473453,HARTFORD WWTP WI US,20111001 01:00,65.0
COOP:473453,HARTFORD WWTP WI US,20111101 00:00,9.0
COOP:473453,HARTFORD WWTP WI US,20111101 01:00,30.0
COOP:473453,HARTFORD WWTP WI US,20111201 00:00,15.0
COOP:473453,HARTFORD WWTP WI US,20111201 01:00,27.0
COOP:473453,HARTFORD WWTP WI US,20120101 00:00,29.0
COOP:473453,HARTFORD WWTP WI US,20120101 01:00,18.0
COOP:473453,HARTFORD WWTP WI US,20120201 00:00,22.0
COOP:473453,HARTFORD WWTP WI US,20120201 01:00,1.0
COOP:473453,HARTFORD WWTP WI US,20120301 00:00,42.0
COOP:473453,HARTFORD WWTP WI US,20120301 01:00,35.0
COOP:473453,HARTFORD WWTP WI US,20120401 00:00,60.0
COOP:473453,HARTFORD WWTP WI US,20120401 01:00,41.0
COOP:473453,HARTFORD WWTP WI US,20120501 00:00,72.0
COOP:473453,HARTFORD WWTP WI US,20120501 01:00,44.0
COOP:473453,HARTFORD WWTP WI US,20120601 00:00,64.0
COOP:473453,HARTFORD WWTP WI US,20120601 01:00,52.0
COOP:473453,HARTFORD WWTP WI US,20120701 00:00,72.0
COOP:473453,HARTFORD WWTP WI US,20120701 01:00,48.0
COOP:473453,HARTFORD WWTP WI US,20120801 00:00,61.0
COOP:473453,HARTFORD WWTP WI US,20120801 01:00,68.0
COOP:473453,HARTFORD WWTP WI US,20120901 00:00,41.0
COOP:473453,HARTFORD WWTP WI US,20120901 01:00,51.0
COOP:473453,HARTFORD WWTP WI US,20121001 00:00,91.0
COOP:473453,HARTFORD WWTP WI US,20121001 01:00,56.0
COOP:473453,HARTFORD WWTP WI US,20121101 00:00,32.0
COOP:473453,HARTFORD WWTP WI US,20121101 01:00,2.0
COOP:473453,HARTFORD WWTP WI US,20121201 00:00,26.0
COOP:473453,HARTFORD WWTP WI US,20121201 01:00,16.0
COOP:473453,HARTFORD WWTP WI US,20130101 00:00,8.0
COOP:473453,HARTFORD WWTP WI US,20130101 01:00,28.0
COOP:473453,HARTFORD WWTP WI US,20130201 00:00,16.0
COOP:473453,HARTFORD WWTP WI US,20130201 01:00,26.0
COOP:473453,HARTFORD WWTP WI US,20130301 00:00,72.0
COOP:473453,HARTFORD WWTP WI US,20130301 01:00,86.0
COOP:473453,HARTFORD WWTP WI US,20130401 00:00,91.0
COOP:473453,HARTFORD WWTP WI US,20130401 01:00,61.0
COOP:473453,HARTFORD WWTP WI US,20130501 00:00,57.0
COOP:473453,HARTFORD WWTP WI US,20130501 01:00,82.0
COOP:473453,HARTFORD WWTP WI US,20130601 00:00,34.0
COOP:473453,HARTFORD WWTP WI US,20130601 01:00,32.0
COOP:473453,HARTFORD WWTP WI US,20130701 00:00,59.0
COOP:473453,HARTFORD WWTP WI US,20130701 01:00,80.0
COOP:473453,HARTFORD WWTP WI US,20130801 00:00,43.0
COOP:473453,HARTFORD WWTP WI US,20130801 01:00,72.0
COOP:473453,HARTFORD WWTP WI US,20130901 00:00,67.0
COOP:473453,HARTFORD WWTP WI US,20130901 01:00,68.0
COOP:473453,HARTFORD WWTP WI US,20131001 00:00,42.0
COOP:473453,HARTFORD WWTP WI US,20131001 01:00,75.0
COOP:473453,HARTFORD WWTP WI US,20131101 00:00,4.0
COOP:473453,HARTFORD WWTP WI US,20131101 01:00,26.0
COOP:473453,HARTFORD WWTP WI US,20131201 00:00,29.0
COOP:473453,HARTFORD WWTP WI US,20131201 01:00,12.0
COOP:473453,HARTFORD WWTP WI US,20131203 01:00,9.0
COOP:473453,HARTFORD WWTP WI US,20131205 00:00,16.0
COOP:473453,HARTFORD WWTP WI US,20131205 08:00,21.0
COOP:473453,HARTFORD WWTP WI US,20131209 08:00,5.0
COOP:473453,HARTFORD WWTP WI US,20131210 07:00,12.0
COOP:473453,HARTFORD WWTP WI US,20131210 13:00,14.0
COOP:473453,HARTFORD WWTP WI US,20131212 07:00,21.0
COOP:473453,HARTFORD WWTP WI US,20131212 14:00,32.0
COOP:473453,HARTFORD WWTP WI US,20131216 09:00,21.0
COOP:473453,HARTFORD WWTP WI US,20131216 14:00,15.0
COOP:473453,HARTFORD WWTP WI US,20131218 15:00,20.0
COOP:473453,HARTFORD WWTP WI US,20131219 09:00,14.0
COOP:473453,HARTFORD WWTP WI US,20131223 07:00,11.0
COOP:473453,HARTFORD WWTP WI US,20131223 08:00,21.0
COOP:473453,HARTFORD WWTP WI US,20131223 12:00,26.0
COOP:473453,HARTFORD WWTP WI US,20131224 09:00,0.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040101 00:00,29.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040101 01:00,17.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040101 02:00,27.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040108 14:00,28.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040109 20:00,22.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040109 22:00,18.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040201 00:00,14.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040201 01:00,19.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040204 14:00,28.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040204 15:00,15.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040204 16:00,11.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040204 17:00,12.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040301 00:00,68.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040301 01:00,36.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040304 10:00,84.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040305 05:00,69.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040305 08:00,45.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040306 01:00,50.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040307 01:00,58.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040307 05:00,73.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040308 16:00,76.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040310 16:00,75.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040311 04:00,52.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040313 12:00,33.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040313 16:00,72.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040314 03:00,34.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040401 00:00,50.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040401 01:00,53.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040402 17:00,82.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040501 00:00,86.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040501 01:00,45.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040501 02:00,36.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040504 14:00,82.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040512 15:00,92.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040513 09:00,86.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040513 10:00,86.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040513 11:00,84.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040513 12:00,56.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040513 13:00,33.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040514 13:00,52.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040517 01:00,90.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040517 02:00,92.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040517 05:00,73.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040518 12:00,73.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040519 10:00,52.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040519 23:00,91.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040522 16:00,88.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040523 11:00,84.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040523 12:00,55.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040523 13:00,62.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040523 14:00,54.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040523 15:00,46.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040523 16:00,61.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040523 17:00,73.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040523 18:00,57.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040526 22:00,82.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040526 23:00,65.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040527 00:00,40.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040527 01:00,82.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040527 03:00,64.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040529 16:00,77.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040530 06:00,65.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040530 11:00,33.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040530 23:00,80.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040531 00:00,33.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040531 01:00,34.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040531 17:00,41.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040601 01:00,36.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040605 08:00,33.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040605 09:00,72.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040605 10:00,45.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040605 11:00,41.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040605 12:00,68.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040605 14:00,34.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040605 17:00,73.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040606 10:00,44.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040609 08:00,72.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040611 20:00,47.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040611 21:00,67.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040612 15:00,61.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040613 00:00,35.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040616 05:00,91.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040616 07:00,74.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040623 01:00,69.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040623 17:00,84.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040623 18:00,60.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040630 21:00,70.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040630 23:00,33.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040701 00:00,45.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040701 01:00,74.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040704 00:00,40.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040704 01:00,43.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040704 02:00,59.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040704 04:00,92.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040706 11:00,62.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040707 15:00,50.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040711 08:00,47.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040711 09:00,61.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040719 02:00,78.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040719 06:00,42.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040719 07:00,43.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040719 08:00,92.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040720 20:00,72.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040728 18:00,52.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040728 19:00,56.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040729 01:00,64.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040730 17:00,71.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040730 20:00,61.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040801 01:00,35.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040807 17:00,70.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040807 18:00,81.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040807 20:00,52.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040807 21:00,65.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040807 22:00,58.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040807 23:00,60.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040808 04:00,57.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040808 21:00,82.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040809 14:00,50.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040809 15:00,59.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040810 20:00,60.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040811 03:00,56.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040811 06:00,35.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040811 11:00,50.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040811 15:00,82.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040816 03:00,33.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040816 05:00,63.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040816 08:00,49.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040818 12:00,42.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040825 21:00,89.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040826 00:00,74.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040826 01:00,69.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040828 12:00,78.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040828 15:00,49.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040901 01:00,54.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040903 06:00,46.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040905 08:00,55.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040905 09:00,36.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040905 10:00,89.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040905 12:00,61.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040905 21:00,78.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040905 22:00,63.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040914 04:00,39.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040914 19:00,85.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040915 00:00,81.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040915 01:00,67.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040915 05:00,58.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040915 08:00,60.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040915 09:00,32.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040915 10:00,36.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040915 11:00,47.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040921 18:00,43.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040923 18:00,42.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20040924 20:00,63.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041001 01:00,76.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041001 09:00,65.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041001 12:00,34.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041001 15:00,49.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041001 16:00,90.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041001 18:00,72.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041013 13:00,92.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041013 16:00,48.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041013 19:00,32.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041015 21:00,88.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041022 20:00,92.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041023 01:00,78.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041023 05:00,43.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041028 10:00,69.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041028 11:00,79.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041028 12:00,76.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041028 13:00,57.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041028 14:00,35.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041028 15:00,34.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041028 18:00,66.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041029 21:00,92.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041030 04:00,76.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041101 01:00,29.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041101 08:00,9.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041101 19:00,22.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041102 10:00,25.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041119 14:00,18.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041119 18:00,8.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041119 21:00,24.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041120 04:00,23.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041126 16:00,9.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041127 14:00,10.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041128 13:00,29.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041201 01:00,17.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041202 16:00,16.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041206 02:00,13.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041209 10:00,15.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041209 22:00,13.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041210 03:00,5.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041212 01:00,23.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041221 06:00,30.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041227 08:00,24.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041230 11:00,25.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20041230 13:00,0.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050101 01:00,18.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050101 20:00,23.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050101 21:00,30.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050101 22:00,2.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050112 07:00,5.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050113 15:00,31.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050118 16:00,8.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050118 20:00,5.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050121 17:00,5.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050121 22:00,31.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050122 07:00,29.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050201 01:00,13.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050211 09:00,19.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050213 23:00,26.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050214 04:00,17.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050214 07:00,30.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050220 04:00,2.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050220 16:00,25.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050224 17:00,5.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050228 11:00,22.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050301 01:00,68.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050310 09:00,87.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050311 17:00,74.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050330 14:00,92.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050330 20:00,66.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050330 21:00,86.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050330 22:00,69.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050331 00:00,79.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050331 01:00,79.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050331 03:00,75.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050331 04:00,47.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050331 05:00,48.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050331 08:00,50.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050401 01:00,80.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050404 10:00,86.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050407 10:00,56.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050416 13:00,49.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050418 03:00,76.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050426 07:00,73.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050426 18:00,35.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050427 04:00,44.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050501 01:00,80.0
COOP:478027,SPOONER EXPERIMENTAL FARM WI US,20050506 11:00,69.0
